Ep.,구분,이름,메뉴,계절,시/도,군/구,지번,전화번호,비고,Filter
S02E03,걸신 배틀,찍먹,탕수육,,,,,,"1. 부먹은 탕수육의 본질에 위배 - 바삭한 튀김 옷과 고기의 조화를 무너트림.
중국음식의 찐득함에 대한 거부감.
3. 현실적으로 정성들여 루와 튀김에 집중하는 잘 만들어진 탕수육을 접하기 어려움.
5. 탕수육은 혼자 먹는 음식이기 때문에 개인에 따라 ""적당량""의 기준이 다름.
7. 바삭함의 정도는 루를 찍는 순간 완벽한 바삭함은 사라질지 모르겠지만 그렇다고 눅눅함은 아님.
- 기타의견 : 부먹파 중에는 루를 반만 덮히도록 부어 바삭함과 루의 조화를 느끼려는 경우도 있음.",0
S02E03,걸신 배틀,부먹,탕수육,,,,,,"2. 모든 튀김은 양념(간장)등을 찍어 먹지만 탕수육의 양념인 루역시 요리의 일부이기 때문에 다양한 조리법과 맛을 가진 루가 잘 베어들어야 탕수육의 본연의 맛을 즐길 수 있음.
잘 요리된 탕수육은 루를 부어도 눅눅해지지 않음.
탕수육의 생명은 튀김과 루의 절묘한 조화.
4. 적절한 전분으로 점도를 유지하여 채소의 맛을 끌어낸 루를 적당량 뿌려 과하게 스며들기 전에 루의 풍미와 튀김이 고소함이 어우려져야 함.
6. 튀김을 부어서 먹는것과 찍어서 먹는것은 루가 뭍어있는것은 같음. 튀김의 바삭함을 주장하려면 튀김을 먼저 먹고, 루를 숟가락으로 떠 먹어야 함.",0
S02E03,걸신 배틀,기타,탕수육,,,,,,"배달 탕수육과 현장 탕수육은 차이가 있음.
루를 부어서 오면 배달 중 튀김이 풀어지거나 양이 많은 경우 보관을 위해 루와 튀김이 분리되어 배달됨.
70년대 중반까지 중국집에 탕수육과 덴뿌라가 존재하여 덴뿌라는 루 없이 간장에 찍어 먹었음.
근본적으로 탕수육은 웍으로 튀김과 루를 함께 볶아 살짝 덧씌워진 형태로 3~4시간 보관 해도 바삭함이 유지 됨.
과거에는 차이나 인 박스(외국 영화에 나오는 중국음식 포장박스)에 이 방식으로 만든 탕수육을 포장하여 야외에서 먹기도 했음.",0
S02E03,걸신 배틀,차회 예고,국수,,,,,,"긴 시간 서민들의 주식이자 부식의 자리를 차지하고 우리나라는 면 소비 1위 국가.
쫄면, 냉면, 짜장면 대비 만들기 쉽고 마트의 면 코너가 나날이 확장 중임.
멸치 육수를 베이스로 간장양념과 호박, 계란 지단 고명의 잔치국수 VS. 새콤, 달콤, 매콤한 맛과 열무, 갓김치의 콜라보 비빔국수!",0
S02E03,음식 인문학,,버터,,,,,,"심야식당에 나오는 버터 간장 밥과 같이 현재 60대 이전 세대에게도 친숙한 식재료.
대부분의 서양(프랑스) 요리의 기본이 버터로 서양 요리가 느끼하다고 느끼는 이유가 버터의 유지방에 기인함.
로마시대에는 플리니우스라는 인물이 버터를 야만인의 음식이라 하는 기록이 있을 정도로 버터를 경시하며 올리브유를 주로 사용함.
버터의 끈적하고 무거운 느낌이 세련되지 못하다고 생각함.
중앙 아시아의 유목민들로 부터 기인한 부분도 영향을 줌.
유목민들이 자루에 우유를 담아 말을 타고 다니게 되면 자연적으로 버터가 만들어지는데 실제로 마트에서 생크림을 구입하여 우유를 약간 섞어 계속 흔들면 희끄무레한 액체와 고체로 불리되는데 이들을 깨끗한 면포에 받아 액체를 짜내고 남은 고체가 버터임.
기원전 2~3000년 전 부터 이들 유목민의 문화가 수메르/이집트에 널리 퍼져 있었으며 로마를 중심으로하는 서유럽지역과 달리 북유럽과 동유럽에도 이들이 전해져 널리 사용되었음.
그 이전에는 후추등의 향신료를 기반으로 한 자극적인 미각이 18세기 부터 달고 순하며 부드러운 버터중심의 식감으로 유럽을 지배.
이런 미각의 변화 원인은 요리 기법의 발전으로 다양한 맛과 향을 추구하기 위해서는 기본이 되는 맛이 자극적인것 보다 유리하기 때문인 것으로 보임.
프랑스 요리에 대중적으로 쓰이게 된 시기는 18세기경 북유럽인의 남하로 스칸디나비아에 인접한 노르망디 지역에 가장 먼저 전해짐.
이 시기 노르망디를 시작으로 네덜란드/벨기에/스위스를 중심으로 목축 지역이 넓어지며 다양한 유제품이 만들어짐.
14세기까지는의 버터 사용율은 1~2%에 지나지 않았으나 16~18세기부터 폭넓게 사용됨.
또한 종교개혁시기에 구교의 금식/금육 관습으로 교황청이 버터를 먹는 지역을 핍박하며 면죄부를 파는 것이 반감을 얻어 신교 확산되는데 영향을 줌.
우리나라에는 이미 고려시대 부터 달단족(타르타르인)에 의해 전해져 수유치라는 이름으로 불리우며 타락죽이 만드는데 사용됨.
고려시대 왕과 귀족들만 먹을 수 있는 귀한 음식으로 취급되어 직접 떠먹는 방식으로 어의에 의해 약으로도 사용되며 귀한 하사품중 하나였음.
이들 달단족이 목축 관련업에 종사하며 이후 백정까지 이어졌다고 보며 버터를 진상하는 댓가로 군역을 면제받음.
조선 3대 임금인 태종이 달단족이 아닌 일반인이 이 군역 면제 제도를 악용하면서 수유치 마을을 폐지하며 명맥이 끊김.
삼국지에 조조가 동북방의 오랑케로 부터 치즈를 진상받아 하루 한 숟가락씩 먹던것을 책사인 양수가 모두 한 입씩 맛보게 했다 밉보여 한중전투에서 살해됐다는 기록이 고우영판 삼국지에 있음.
요리전문 잡지에서 선정된 유명한 쉐프가 되는법 1위에 버터를 많이 쓰라는 조언이 선정됨.
가자미의 가시를 발라 소금과 후추로 간을하여 잠시 숙성시킨 것을 녹인 버터에 튀기다시피 구우면 맛있으며 지난 방송에 언급된 아구 꼬리부위의 생 살에을 대신 할 수 있으며 와인을 섞은 그레비 소스를 얹으면 훌륭한 요리가 됨.
우리나라식으로는 전복 버터구이가 있음.
비록 보관성이 우유에 비해 좋지만 태생적인 한계로 산화되기 때문에 유통기한에 유의해야 함.
와인을 마실때 버터를 이용한 안주를 만들면 잘 어울림.",0
S02E03,음식 인문학,진도집,키조개 베이컨 구이,,서울,중,회현동1가 195-4,02-753-6988,키조개 관자와 베이컨을 썰어 버터에 구워 호일에 담아 냄.,1
S02E03,이 집에 가라,호수그릴,스테이크,,부산,부산진,부전동 398-4,051-809-7806,"부산에서 스테이크 전문점 중 가장 처음 만들어짐.
17년 전 즈음 처음 방문해 자리와 맛이 유지되고 있음.
비프 스테이크와 햄버그 스테이크 전문.
햄버그 스테이크는 풍미가 좋은 데미그라 소스와 반숙 계란프라이가 함께 나옴.
비프스테이크는 주변을 베이컨으로 둘러서 나오고 고기도 두툼하며 부드러움.
에피타이저인 버터의 풍미가 듬뿍 담긴 크림스프도 추천.
- 해당 상호명 검색이 되지 않음. 동일한 전화번호와 주소로는 고구려가 검색됨. 2010년 이전에 폐업 했다고 함. -",0
S02E03,이 집에 가라,스테이크 요리법,스테이크,,,,,,"프라이팬에 올리브유를 적당히 두른 후 한 면당 1분 30초씩 구울 때, 버터를 한스푼씩 녹여 끼얹으며 구우면 풍미가 살아남. [자반고등어]",0
S02E04,인트로,마크 트웨인,,,,,,,"당신의 인생에서 가장 중요한 두 날 중의 하나는 당신이 태어난 날이고 나머지 하나는 당신이 왜 태어났는지 알게 되는 날.
지금으로부터 20년 뒤 당신이 했던 일보다 하지 않은 일 때문에 더 실망할 것이다. 그러니 밧줄을 풀고 안전한 항구를 떠나라. 탐험하라. 꿈꾸라. 발견하라.",0
S02E04,걸신에게 물어봐,우리옥 (찌게와국사이),백반,,인천,강화,강화읍 신문리 184-1,032-932-2427,"국은 국이 중심. 찌게는 건더기가 중심.
전라도 지방의 경우 국은 보조적인 개념으로 적은양으로 곁들여지는 수준이며 뜨겁지 않아 가볍게 목을 축이는 용도로 먹는다.
이전에는 골목길 사이에 자리잡은 집이었으나 현재는 대로의 현대식 건물로 이전함.
가마솥에서 지은 밥맛이 뛰어나며 설탕을 뿌린 누룽지도 맛있음.
10가지 가량의 반찬이 나오며 그중 순무 김치가 맛있고 반찬의 종류는 그때 그때 달라지나 조미료를 쓰지 않음.
찌게를 선택할 수 있으며 오래전 집밥의 향수를 느낄 수 있음.",1
S02E04,걸신에게 물어봐,서일순대국 (cakecook),,,서울,동작,신대방2동 377-1,02-821-3468,이전에 소개됨.,1
S02E04,걸신에게 물어봐,태국 (스파이켓),쌀국수/수키,,,,,,"태국 시장통의 태국식 쌀 국수.
생선으로 낸 육수에 머리카락 굵기의 쌀면을 사용.
태국 땡초와 태국식 생선 간장으로 간을 해 뜨겁고 화끈한 맛.
25년 전 가격으로 300원 가량.
수키(Suki) - 태국식 샤브샤브.
야채, 두부, 생선살로 만든 완자(피쉬볼)을 넣어 만듦.
우리 입맛에 잘 맞음.",0
S02E04,걸신에게 물어봐,포항 (잠일세),과메기/물회/고래,,경북,포항,북구 죽도동 2-3,054-247-3776,"지역성이 매우 강함에도 의외로 전국화된 음식.
죽도시장 - 고래고기의 집산지.",1
S02E04,걸신에게 물어봐,전주 (고양이밥셔틀),,,,,,,"현대옥 - 남문시장 콩나물 해장국.
주인 할머니가 은퇴 하시고 외지인이 인수하여 체인화 함.
체인점은 추천하지 못하나 본점은 아직 맛이 유지 되는 편.
이연국수 - 멸치 국수.
전주의 맛의 집념을 느낄 수 있는 집.
성미당 - 비빔밥.
한옥마을, 영화의 거리 인근의 허름한 주점들.
콩나물국밥 - 삼백파와 남문시장파로 갈림.
전통적인 형태의 삼백집의 국밥과 이후 시장통에서 발달한 시장파로 나눌 수 있음.",0
S02E04,걸신에게 물어봐,금암순대집,,,전북,전주,덕진구 금암1동 720-33,063-272-1394,타지인도 받아들일 수 있을만한 암뽕 순대.,1
S02E04,걸신에게 물어봐,나무라듸오,,,전북,전주,완산구 고사동 392-4,063-232-7007,훌륭한 품질의 커피를 판매.,1
S02E04,걸신에게 물어봐,호남닭집,,,서울,관악,봉천동 502-4,02-878-0436,파닭 + 간장치킨 + 닭강정 스타일.,1
S02E04,걸신에게 물어봐,털보닭집,,,서울,관악,봉천2동 492-7 5동 31/4,02-882-1976,파닭 + 간장치킨 + 닭강정 스타일.,1
S02E04,음식 음악,뮤지션의 공연 전 음식,,,,,,,"들국화의 전인권 조차 공연 전 무대 뒤에서는 매우 긴장할 정도로 뮤지션들이 공연전에 긴장감과 징크스를 가짐.
프랭크 시나트라의 경우 공연 전에 앱솔루트, 잭다니엘, 시바스 리갈, 쿠브로제(꼬냑), 비피터 진, 화이트 와인, 레드와인에 24마리의 대하, Life Savers 사탕, 감기약이 준비 되야 함.
레이디 가가는 얼음위에 리코타 치즈 등의 치즈를 얹어 먹음.
머라이어 케리는 크리스탈 샴페인에 빨대를 꼿아 무대에 오름.
나인 인치 네일스는 옥수수 전분 두 봉지를 준비.
뉴키즈 온더 블럭은 하겐다즈 아이스 크림과 오레오 쿠키.
빌리 아이돌은 I Can’t Believe It’s Not Butter! 마가린 큰컵과 초코칩 쿠기를 준비.
엑슬 로즈는 돈페리뇽과 원더브레드 식빵을 준비하며 공연중에도 자주 마심.
프린스는 커피, 차(홍차), 꿀, 설탕, 생강, 비타민 B12 (주사용).
리하나 완숙 계란, 칠면조 베이컨, 소세지를 준비.
브리트니 스피어스 피시 앤 칩스, 맥도널드 치즈버거에 패티와 치즈만, 푸룬, 무화가 100개를 준비. 다이아나 왕세비 사진이 필요.
말릴린 맨슨 구미 베어 젤리.
비욘세 육즙이 가득한 통닭, 펩시.
우리나라 인디밴드는 주로 뒷풀이로 해결하는 편.",0
S02E04,음식 음악,대청마루,불백/김치찌게,,서울,마포,서교동 446-60,02-333-6101,"인디밴드들이 공연 후 애용.
24시간 영업.",1
S02E04,걸신 차트,,짬뽕,,,,,,"재료에 대한 의심으로 터부시 되던 음식.
짜장을 주력으로 하는 중식이  외식 시장과 배달 시장의 발달로 희소성과 선호도가 떨어지면서 대체재로서 성인을 타겟으로 하는 짬뽕에 눈을 돌려 육수와 재료의 고급화를 이룸.
일본의 라면과 같이 단품 전문화에 집중함으로써 전통적인 한국인의 미각에 걸맞게 재탄생됨.
이 와중에 전국의 숨겨진 지역 명가들이 재조명 되고 재평가 됨.
또한 납득할수 있는 가격과 양과 질의 만족감 그리고 식사를 비롯한 술안주, 해장 등 다양한 자리에 잘 어울리는 것도 대중화에 기여함.
짬뽕의 명가는 모두 서울을 제외한 지역 중소도시에 있으며 의외로 내륙 지역에 위치함.
일본 라면과 마찬가지로 초기 주류였던 쇼유 라면이 하카다 지역을 기반으로한 동코츠가 전지역으로 전파되면서 현재는 동코츠가 주류가 된것 같이 신흥 짬뽕집은 대부분 고기육수를 사용하는 무겁고 진하며 두터운 맛을 공통적으로 가짐.
불맛은 중국 음식의 기본으로 매우 강한 불로 짧은 순간에 익혀 야채의 깊이와 풍미를 지키는것이 기본.",0
S02E04,걸신 차트,송화원,짬뽕,13위,서울,용산,한남동 743-32,02-794-8522,"50년 이상의 역사를 가져 짬뽕 붐이 일기 이전부터 매니아를 거느리고 있음.
전통적인 가벼운 형태의 맛으로 품위있고 맑고 개운한 맛.
채소의 불맛과 해산물의과 국물의 조화가 좋음.
(폐업. 업체명으로 검색되지 않음. 주소에는 DIOMM이라는 업체로 바뀜.)",0
S02E04,맛집,대한각,짬뽕,,서울,용산,이태원동 34-151,02-798-9990,,1
S02E04,걸신 차트,장성반점,짬뽕,12위,경북,김천,성내동 193,054-434-2186,"불맛으로 유명함.
송화원에 비하면 묵직하지만 다른 전문점 보다는 가벼움.
배추가 들어가 자연스러운 단맛과 시원한 맛이 남.
면이 부드러운편으로 국물과의 조화가 뛰어남.
5000원.",1
S02E04,걸신 차트,단골식당,짬뽕,11위,충북,충주,주덕읍 신양리 266-8,043-846-4175,"원 점포에서 길 건너편에 증축.
소박하고 투박하지만 해산물과 돼지고기등의 재료를 푸짐하게 사용해 노포스러운 깊은 맛으로 인근 일대를 호령해온 집.
11회에 소개됨.
11:30~19:30.
일요일 휴무.",1
S02E04,걸신 차트,영빈루,짬뽕,10위,경기,평택,신장동 212-10,031-666-2258,"설명이 필요 없는 짬뽕계의 레전드.
홍대 분점이 있음.
짬뽕을 먹기위해 특정 지역을 가게된 최초의 집.
영빈루 스타일이 전국적으로 대중화 되면서 희소성이 떨어지는 면이 있음.
너무 많은 방문객으로 인해 QC가 불안한 면이 있음.
가성비가 뛰어남.
4000원.",1
S02E04,맛집,초마,짬뽕,,서울,마포,서교동 361-10 2층,070-7661-8963,,1
S02E04,걸신 차트,임성반점,고추짬뽕,9위,제주,제주,용담2동 622-1,064-711-3322,"짬뽕이 폄하받던 시기에도 인지도가 있던 지역으로 사면이 바다에 인접하여 신선한 해산물의 조달이 쉽고 자극적이고 공격적인 맛이 지역색에 맞아 전 지역에 걸쳐 훌륭한 짬뽕집이 많지만 이 집을 추천함.
제주 도민들의 절대적인 지지를 받음.
8500원.",1
S02E04,걸신 차트,용화반점,짬뽕,8위,인천,중,경동 4-10,032-773-5970,"찬반이 극을 달림.
강한 중독성과 불맛이 특징이만 재료의 탄 부분이 많아 이에 대한 불만 역시 많음.
차이나타운이 아닌 일반 주택가에 있음.
볶음밥도 유명함.
5000원.
월요일 휴무, 3시까지 영업.
41회에 소개됨.",1
S02E04,걸신 차트,지린성,고추짬뽕,7위,전북,군산,미원동 87,063-467-2905,"도시 내에만 5대짬뽕이 있을만큼 짬뽕의 도시.
일반 짬뽕은 먹을만 하지만 고추 짬뽕은 순수하게 고통스러운 맛.
고추 짜장도 추천.
면이 가늘고 미끄러운편이라 국물과의 위화감이 있음.
짬뽕의 매운맛을 순도 높게 개성화 한것에 점수를 줌.
특이하게 스테인레스 그릇을 사용.
11회에 소개됨.
7500원.",1
S02E04,맛집,수송반점,짬뽕,,전북,군산,서흥남동 426-8,063-463-5445,,1
S02E04,맛집,쌍용반점,짬뽕,,전북,군산,금동 3-4,063-443-1259,,1
S02E04,걸신 차트,교동반점,짬뽕,6위,강원,강릉,교동 162-126,033-646-3833,"군산과 달리 재료가 허름한 느낌.
짬뽕의 기본인 돼지고기 베이스의 묵직한 육수와 해물의 조화가 좋고 면과 국물의 조화가 뛰어남.
후추를 개성적으로 사용함.
전수창업을 기본으로 하지만 분점들의 맛이 실력에 따라 다름.
11회에 소개됨.
7000원.
세븐일레븐 컵라면 2200원.",1
S02E04,걸신 차트,안동반점,삼선짬뽕,5위,서울,성북,보문동1가 107,02-923-4448,"서울 지역 팬들의 열화와 같은 지지를 받음. 
서울 지역 짬뽕의 역사와 더불어 가장 고전적인 형태의 짬뽕. 
묵직한 돼지고기 육수를 잘 살려 짬뽕의 표준을 확립했다고 봄. 
주방장 어르신이 연세가 있으셔 음식이 나오는데 시간이 걸릴 수 있음. 
5000원.",1
S02E04,걸신 차트,진흥반점,짬뽕,4위,대구,남,이천동 311-28,053-474-1738,"묵직하고 걸죽함.
고명에 숙주를 사용.
육계장스러운 깊은맛.
9시경 문을 열어 일찍 문을 닫음.
짬뽕국물 포장 안됨.
볶음밥도 추천.
6000원.
11회에 소개됨.

[배드가이]
휴업.",1
S02E04,맛집,가야성,짬뽕,,대구,달서,송현동 186-10,053-654-0545,진흥반점과 1 2위를 다툼.,1
S02E04,맛집,대동반점,짬뽕,,대구,남,대명1동 797-21,053-656-5037,"[배드가이]
확장 이전.",1
S02E04,맛집,신신반점,짬뽕,,대구,달서,두류동 135-2,053-625-7750,"24시간.

[배드가이]
대구 5대 짬뽕.
분점 맛의 편차가 큼.",1
S02E04,걸신 차트,복성루,짬뽕,3위,전북,군산,미원동 332,063-445-8412,"산을 쌓아놓은 듯한 위압감으로 푸짐한 재료를 사용함. 
1~2시간 대기는 기본으로 재료가 떨어져 일찍 문 닫는 경우가 허다함. 
근래 들어 질이 떨어진 감이 있음. 
일요일 휴무. 
7000원. 
1-2회에 소개됨.",1
S02E04,맛집,유향,짬뽕,,광주,광산,신가동 1154,062-954-9530,,1
S02E04,걸신 차트,용인죽전 교동짬뽕,짬뽕,2위,경기,용인,수지구 죽전동 1190-5,031-898-3323,"가장 신생 업체. 
본점을 뛰어넘는 맛으로 평가함. 
난립하는 교동 짬뽕에 비해 왜소한 점포임에도 맛을 잘 유지하고 있으며 매운맛의 정도를 선택할 수 있음. 
분점 중 국물이 잘 배인 면이 아주 뛰어남.
11회에 소개됨.",1
S02E04,걸신 차트,동해원,짬뽕,1위,충남,공주,소학동 194-1,041-852-3624,"짬뽕의 재발견과 요리로서 짬뽕을 각인시킴.
작은 점포에서 밀려드는 손님을 감당할 수 없어 한적한 교외로 이전함.
이전 후에도 맛을 계속 유지함.
정통적인 돼지고기 베이스의 감칠맛이 뛰어난 육수를 사용.
음식의 가장 핵심적인 맛을 꾸밈 없이 전함.
11회에 소개됨.",1
S02E04,걸신 차트,청운식당,짬뽕,,충남,공주,의당면 청룡리 665,041-853-8314,"
[모카한잔]
매운 짬뽕. 우유 필요.",1
S02E04,걸신 차트,명성각,짬뽕,,충남,금산,추부면 마전리 69-6,041-753-5549,,1
S02E05,오늘의 신상,진주햄,꽈뜨로(소세이지),,,,,,"4가지 치즈 (까망베르, 블루, 체다, 고다)를 넣어 만든 소세이지.
700g 9000원.",0
S02E05,오늘의 신상,백설,견과유,,,,,,"땅콩 804개, 호두 104개, 아몬드 62개 분량.
샐러드 드레싱용. 올르브유와는 다른 뛰어난 풍미와 질감과 맛과 향.
파스타에 넣어도 좋음.
좋은 기름이지만 유통기한이 짧아 고급 요리에만 사용.
900ml 13900원.",0
S02E05,오늘의 신상,피코크(이마트),볶음한우고추장,,,,,,"1999년 농어민 대상을 수상, 2008년 전통식품 품질 인증, 2010년 농림 수산 식품부 지정 대한민국 식품 명인 지정 37호로 지정 받은 권기옥 명인이 담금.
한우, 고추장 매주가루 등 천연 재료 사용.
나물, 찌게 등에 사용.
9700원.",0
S02E05,걸신 초대석,아름다운 커피(한수정),초콜릿(이퀄),,,,,,"2010년 부터 싱글 에스테이트 초콜릿 판매.
싱글 에스테이트 - 한 농장에서 생산된 카카오 콩만 이용해 만든 초콜릿. (싱글 오리진 - 커피, 싱글 빈야드 - 와인)
한 지역의 단일 농장에서 재료를 구입하기 때문에 최초 생산자에 대한 추적이 가능하여 농장 노동자에게 정당한 댓가를 지불하는 것이 가능해짐.
대규모 식품 업체는 환경적인 유동성에 대비하기 위해 종자, 비료, 항만/해운, 금융 등을 거늘이게 되어 최초 생산자가 누구인지 조차 파악이 어려워 대우가 낮아짐.
가나, 코투디브아르가 전세계 생산량의 70%를 차지하며 페루는 세계 13위지만 1년 생산량이 코투디브아르 1주일 생산량일 만큼 앞의 두 나라의 물량이 막대함.
이퀄은 페루 아마존 유역의 우아누꼬, 팅고마리아, 산마르띤 지역에서 생산된 초콜릿을 사용.
산마르띤의 한 농부가 샬롱 드 쇼콜라에 출품하여 2위를 차지하여 단신에 실림.
남미의 꼬까의 대체작물로 생산됨. (꼬까에 대한 자세한 내용은 탁피디의 여행수다 - 볼리비아편 참고.)
최근 중국이 초콜릿 농장을 사들이고 있어 초콜릿의 블렉홀이 될 가능성이 높음. (만화책 시마 과장, 시마 부장, 시마 사장 참고.)
초콜릿은 커피와 달리 지방성분(카카오버터)가 많이 함유되어 가공이 어렵기 때문에 1차 가공이 끝난 커버추어를 벌크 형태로 수입하여 재가공하여 판매함.
이퀄은 커버추어 75% 사용.
일제시대 처음 우리나라에 전파된 제과산업이 해방 후 미군정을 지나 64년 수교를 하면서 기술 제휴를 통해 미국식 초콜릿보다 모리나가에 가까운 초콜릿이 대중화되어 2~3배씩 성장하면서 74년 미국의 문파이를 일본에서 카피한 것을 다시 카피한 초코파이로 정점을 찍음.
초콜릿의 대명사인 발렌타인대이에만 전체 1년 매출의 60%를 차지.
판형 초콜렛은 19세기 이후이나 기원전 1000년 전 부터 안데스, 마야 분명 기록 부터 먹기 시작했으며 매우 신성시 되어 제사에 사용되며, 화폐로도 사용됨.
최음제로도 사용되어 중세 유럽에서는 스파클링 와인과 함께 사용된것으로 기록됨.
1502년 콜롬부스에 의해 처음 발견되었으며 1519년경 유럽에 전파된 것으로 보임.
카카오 과육 안의 씨를 사용하지만 과육 자체도 매우 달콤하고 맛있으며 술을 담그기도 함.
유럽 전파 최초에는 볶은 콩 자체를 갈아 걸죽한 상태인 페이스트 상태를 그대로 굳힌 것을 물에 녹여 먹는식으로 전파됨.
처음에는 왕실에서나 먹을 수 있던 것이 점점 대중화 되면서 수요가 증가하게되어 대규모 플렌테이션이 발생함.
예수회 수사를 통해 남미에 플렌테이션 농장을 만들며 운영을 위한 아프리카 노예를 이주시킴.
생산 과정에서 카카오 콩을 과육에서 분리하던가 하는 어린아이를 동원할 수 있는 영역이 존재하여 이것이 되물림됨.
현재의 초코음료는 물에 잘 녹지만 당시 유럽에서는 페이스트 상태의 초콜릿을 물에 녹이기 위해 뚜껑에 막대기가 달린 컵을 사용했는데 이것이 쇼콜라띠에라고 불렀으며 현재에는 초콜릿 장인을 여기에서 따와 쇼콜라띠에라고 부름.
네슬레는 약사로 우유를 조제분유를 만드는 기술을 개발하여 이를 초콜릿과 접목하여 유명해짐.
위 언급된 카카오 버터는 무색 무취로 아무 맛과 쓸모가 없지만 초콜릿과 섞였을때 초콜릿의 식감을 담당하며 독특한 풍미와 맛과 식감을 좌지우지함.
1828년 이전에는 이 카카오버터를 분리할 기술이 없어 우유나 향신료 등으로 맛을 조정 했지만 네덜란드의 반 후텐이 압착 분리 기술을 개발하여 초콜릿의 혁신을 이루었지만 돈은 그다지 벌지 못함.
당시에는 압착후 추출된 카카오 버터의 사용처가 없어 그대로 버려졌지만 현재에는 바디샵을 비롯한 수 많은 바디 용품에 카카오 버터가 사용됨.
이 압착 기술 개발 후 캐드버리, 프라이와 같은 초콜릿 업체가 번성함.
19세기에 들어서며 영국왕실에 초콜릿이 전파되며 산업화 됨.
의외로 퀘이커교도의 캐드베리, 프라이, 라운트리 등이 앞장섬. (노동자는 그나마 잘 대우 했다고 함.)
남미의 크리오요(유럽계 남미인) 역시 초콜릿의 종자 이름에서 따왔으며 본국의 간섭을 싫어하며 귀국 의지가 없는 남미의 지배 계급을 뜻한다. (자세한 내용은 탁피디의 여행수다 - 볼리비아편 참고.)
이런 플렌테이션으로 통해 권력을 갖게 된 지배계급인 크리오요에 의해 독립운동의 시작 되어 나폴레옹의 유럽 정벌로 힘을 받게 됨.
하지만 이런 어수선한 정세 속에 막대한 수요와 산업적 성장기임에 비해 생산량은 타격을 받음.
이미 1850년대 부터 노예무역을 반대하는 목소리가 커지며 이들 생산자들을 아프리카 쌍뚜메를 시작으로 시험 단지를 조성하여 가나와 코투디브아르로 산지를 옮기게 됐으나 16세기로 무한루프.
테이스팅 노트를 기반으로한 초콜릿의 기본맛은 쓴맛과 떫은 맛.(떫은맛은 와인과 같은 폴리페놀을 기반으로 함.)
과육을 가진 과실이므로 산미, 로스팅을 통한 탄맛, 케러멜 맛, 체리 맛 등 보조적인 맛을 가짐.
초콜릿은 화(火)의 기운을 가짐. (자세한 내용은 좌파명리학 참고.)
좋은 초콜릿은 높은 온도에 녹는것이 정상으로 시중에 유통되는 안녹는 초콜릿은 녹지 않기 위한 첨가제가 들어가며 냉장고에 보존된 초콜릿 역시 풍미는 떨어짐.
여름에는 우유 또는 두유에 타먹는 초코음료를 추천함.
로컬푸드 - 우리가 먹을 수 있는 식품-식재료는 결국 식재료 회사에 의해 좌우되는 환경.
이런 식재료 부터 지역의 발전을 위해서는 생산자에게 혜택이 돌아가는 공정 무역이 대안이 됨.
차회 예고 - 원당. 과점시장인 제일제당, 삼양, 대한제분에 대해.
www.beautifulcoffee.com와 전국 아름다운 가계에서 판매.
40g 3000원.",0
S02E05,이 집에 가라,삐아프,초콜릿,,서울,강남,신사동 647-9 103호,02-545-0317,"고은수 쉐프님이 일본 유학 중 접하여 시작.
김연아 펜클럽 수제 초콜렛 만듦.",1
S02E05,이 집에 가라,카카오봄,초콜릿,,서울,마포,서교동 337-16 민우빌딩 1층,02-3141-4663,"창의적 메뉴.
블로그에 초콜릿을 통한 세상을 보는 안목이 뛰어남.",1
S02E05,이 집에 가라,아름다운 커피,카페,,서울,종로,적선동 80,-,"공정무역 초콜릿을 다양하게 맛볼수 있음.
토속촌, 용금옥 방문후 입가심으로 방문.
5월 9일 공정무역의 날 덕수궁 돌담길 시음 시식회 있음.",1
S02E06,맛집,부산삼진어묵,어묵,,부산,영도,봉래동2가 39-1,051-412-5468,2대가 운영하며 맛이 더욱 좋아짐.,1
S02E06,맛집,장수옥,국밥(순대),,서울,강남,역삼동 839-7,02-553-8427,"국산 사용.
누린내가 전혀 나지 않는 시골 장터의 투박하고 진한 국물.
김치와 깍뚜기가 맛이 없음.",1
S02E06,맛집,마포대나무집,수육(개),,서울,마포,용강동 39-1 우석연립상가11호,02-703-7808,일반적으로 수육이 좋으면 탕이 별로고 탕이 좋으면 수육이 별로지만 이런 선입견을 깨는 집.,1
S02E06,맛집,성안정꽃게,꽃게,,인천,강화,내가면 외포리 627-1,032-932-7818,"강화도 랭킹 3
꽃게탕에 호박을 푹 익혀 깊은 달큰한 맛을 냄.
찜/탕/간장게장.",1
S02E06,맛집,충남서산집,꽃게,,인천,강화,양도면 인산리 409-1,032-937-3996,"강화도 랭킹 1위.
허름한 노포에서 기업규모로 확장하여 길 건너편에 분점 있음.
성안정에 비교하여 비싸고 양이 적지만 재료의 선도가 좋고 속이 꽉 찬 꽃게를 사용하여 증축 후에도 맛이 떨어지지 않음.
찜/탕/간장게장.",1
S02E06,맛집,홍리면관,짬뽕,,대구,수성,매호동 1091 써니죤 사우나 1층,053-793-5989,[아브락사스],1
S02E06,맛집,대가야성,짬뽕,,대구,수성,만촌2동 738-1,053-741-6353,"[배드가이]
대구 5대 짬뽕.
가야성의 원 사장님이 남부 정류장 인근 새로 개업.",1
S02E06,맛집,교동짬뽕,짬뽕,,서울,마포,동교동 188-27,02-322-7247,[옥수총각],1
